GeneID,RMSLE,Spearman,NRMSE_range,MASE
ENSDARG00000020527,0.10607601702213287,0.9628482972136224,0.07320445,0.20848008
ENSDARG00000023287,0.1873973309993744,0.6594427244582043,0.18242612,0.7083893
ENSDARG00000103841,0.1402701437473297,0.9338179228264293,0.11673121,0.25325888
ENSDARG00000070098,0.1051236242055893,0.8740970072239421,0.045428757,0.10988543
ENSDARG00000007639,0.6344576478004456,0.1413828689370485,0.26280108,0.6083582
ENSDARG00000109512,0.10825908929109573,0.9117192748286747,0.1374686,0.31263295
ENSDARG00000078114,0.14675742387771606,0.9525283797729618,0.07451704,0.13772953
ENSDARG00000055781,0.10905298590660095,0.8218896294038789,0.11071295,0.4926749
ENSDARG00000076710,0.22988055646419525,0.8707459852740432,0.22816299,0.54545295
ENSDARG00000056127,0.2515799105167389,0.9669762641898865,0.12387001,0.2767417
ENSDARG00000111716,0.17996874451637268,0.9669762641898865,0.1074613,0.2971441
ENSDARG00000115727,0.43000271916389465,0.28051577250145826,0.30979073,0.9369754
ENSDARG00000104074,0.47913169860839844,0.7936182111074171,0.21547407,0.7810384
ENSDARG00000036144,0.37863996624946594,0.6883384932920537,0.21635558,0.5803616
ENSDARG00000113165,0.31049951910972595,0.23335057317245805,0.25210655,0.8232546
ENSDARG00000074796,0.3110727071762085,0.9669762641898865,0.14813355,0.36391893
ENSDARG00000025581,0.21439513564109802,0.9168818981289504,0.1020556,0.25122377
ENSDARG00000086283,0.4740622043609619,0.6243550051599587,0.23234686,0.42828012
ENSDARG00000086324,0.34928098320961,0.5768833849329206,0.28085196,0.82731366
ENSDARG00000054930,0.3935336172580719,0.6676986584107326,0.27870545,0.7298713
ENSDARG00000086903,0.38918253779411316,0.8348813209494325,0.18668185,0.27532634
ENSDARG00000030782,0.09220816195011139,0.9137843241487849,0.07577485,0.20557916
ENSDARG00000017400,0.13599848747253418,0.8350194456879855,0.0808971,0.18584973
ENSDARG00000004898,0.14252270758152008,0.8493292053663571,0.15978852,0.42361695
ENSDARG00000002731,0.2269580066204071,0.8059855521155831,0.14048456,0.524085
ENSDARG00000052615,0.8654172420501709,0.9687700842150732,0.09553257,0.305931
ENSDARG00000060071,0.35912272334098816,0.7956656346749225,0.20198967,0.49948207
ENSDARG00000058475,0.39333808422088623,0.3333333333333333,0.3618909,0.8652601
ENSDARG00000062329,0.37073689699172974,0.5190918472652218,0.20691478,0.5291878
ENSDARG00000112581,0.26104429364204407,0.760577915376677,0.14276718,0.4107787
ENSDARG00000075261,0.1862259805202484,0.7956656346749225,0.11417425,0.26318997
ENSDARG00000101928,0.2959456741809845,0.8534571723426212,0.20619743,0.57865655
ENSDARG00000035507,0.34526243805885315,0.9669762641898865,0.19202286,0.4842175
ENSDARG00000007141,0.2317206710577011,0.6264189886480908,0.20184141,0.65043765
ENSDARG00000103984,0.1916377693414688,0.7599381498005715,0.20003827,0.5888581
ENSDARG00000096491,1.1347813606262207,0.42427956596202254,0.26739427,1.4191121
ENSDARG00000021859,0.5053436160087585,0.5913312693498451,0.19198063,0.3746057
ENSDARG00000109684,0.25694894790649414,0.7770897832817338,0.19122621,0.57749027
ENSDARG00000091768,0.24818719923496246,0.9731682146542827,0.14850195,0.30465424
ENSDARG00000079372,0.4345909655094147,0.7378740970072238,0.20439911,0.61310136
ENSDARG00000099115,0.2549893856048584,0.9298245614035088,0.09950558,0.25748998
ENSDARG00000052515,0.14731892943382263,0.869969040247678,0.09042176,0.27325705
ENSDARG00000090062,0.1891712099313736,0.9530202612308797,0.09565968,0.23037578
ENSDARG00000015482,0.0984487310051918,0.9277605779153767,0.07785659,0.23770228
ENSDARG00000104484,0.2061305195093155,0.9422084623323013,0.14021234,0.36904535
ENSDARG00000114246,0.845420241355896,0.705321615434539,0.29286435,0.6219144
ENSDARG00000061161,0.16122788190841675,0.9484004127966976,0.1046788,0.23946798
ENSDARG00000060124,0.19879162311553955,0.7268973606788075,0.071964875,0.23169354
ENSDARG00000097155,0.2621578574180603,0.9669762641898865,0.14086036,0.3475685
ENSDARG00000110223,0.5250424742698669,0.8348813209494325,0.29038617,1.1258526
ENSDARG00000040479,0.03617159277200699,0.5853107344632767,0.032985285,0.08889956
ENSDARG00000103535,0.27467983961105347,0.7440660474716203,0.2465533,0.6867648
ENSDARG00000100198,0.3219727873802185,0.29205366357069146,0.18776833,0.7993393
ENSDARG00000095580,0.2733106017112732,0.6862745098039216,0.14193697,0.31783968
ENSDARG00000093021,0.3539700210094452,0.6701085043757757,0.15729433,0.4739382
ENSDARG00000089640,0.162541463971138,0.9549397404602595,0.06866864,0.16528752
